benchmark,run_id,agent_name,provider,model,prompt,match_index,seed,position,seat,opponent_1,opponent_2,opponent_3,victory,points,rank,winner_player,winner_agent,rounds_played,last_turn,final_points_J0,final_points_J1,final_points_J2,final_points_J3,error
random,heuristic_random_01,HeuristicAgent,heuristic,,,13,212358,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,17,turn_P2,2,2,10,2,
random,heuristic_random_01,HeuristicAgent,heuristic,,,44,212389,2,J2,RandomAgent,RandomAgent,RandomAgent,1,10,1,J2,HeuristicAgent,22,turn_P2,2,2,10,4,
random,heuristic_random_01,HeuristicAgent,heuristic,,,0,312345,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,17,turn_P3,2,4,3,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,7,312352,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,18,turn_P3,2,2,3,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,5,312350,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,11,turn_P3,2,3,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,6,312351,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,8,turn_P3,2,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,2,312347,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,21,turn_P3,4,2,3,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,10,312355,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,18,turn_P3,3,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,39,312384,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,7,turn_P3,3,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,42,312387,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,9,turn_P3,2,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,18,312363,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,9,turn_P3,2,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,25,312370,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,9,turn_P3,2,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,16,312361,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,9,turn_P3,2,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,26,312371,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,11,turn_P3,2,4,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,38,312383,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,16,turn_P3,3,2,4,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,36,312381,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,18,turn_P3,3,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,24,312369,3,J3,RandomAgent,RandomAgent,RandomAgent,1,12,1,J3,HeuristicAgent,12,turn_P3,2,2,2,12,
random,heuristic_random_01,HeuristicAgent,heuristic,,,35,312380,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,8,turn_P3,2,2,3,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,32,312377,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,16,turn_P3,2,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,49,312394,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,9,turn_P3,3,4,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,14,312359,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,13,turn_P3,2,2,4,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,19,312364,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,20,turn_P3,2,2,3,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,4,312349,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,23,turn_P3,3,2,5,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,12,312357,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,17,turn_P3,2,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,20,312365,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,21,turn_P3,3,5,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,27,312372,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,17,turn_P3,3,2,4,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,15,312360,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,14,turn_P3,2,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,47,312392,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,14,turn_P3,2,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,21,312366,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,13,turn_P3,2,2,4,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,23,312368,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,18,turn_P3,3,2,3,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,1,312346,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,20,turn_P3,2,2,4,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,48,312393,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,18,turn_P3,4,3,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,46,312391,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,12,turn_P3,2,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,37,312382,3,J3,RandomAgent,RandomAgent,RandomAgent,1,12,1,J3,HeuristicAgent,16,turn_P3,2,2,3,12,
random,heuristic_random_01,HeuristicAgent,heuristic,,,31,312376,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,15,turn_P3,2,4,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,17,312362,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,26,turn_P3,4,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,13,312358,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,21,turn_P3,3,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,29,312374,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,13,turn_P3,2,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,34,312379,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,8,turn_P3,2,3,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,11,312356,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,13,turn_P3,2,2,3,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,3,312348,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,22,turn_P3,2,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,43,312388,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,15,turn_P3,2,3,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,22,312367,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,15,turn_P3,2,3,4,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,45,312390,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,10,turn_P3,2,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,28,312373,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,10,turn_P3,2,2,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,9,312354,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,21,turn_P3,3,3,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,8,312353,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,21,turn_P3,3,2,4,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,41,312386,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,13,turn_P3,4,2,3,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,44,312389,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,15,turn_P3,3,2,3,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,30,312375,3,J3,RandomAgent,RandomAgent,RandomAgent,1,12,1,J3,HeuristicAgent,18,turn_P3,4,4,2,12,
random,heuristic_random_01,HeuristicAgent,heuristic,,,40,312385,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,23,turn_P3,4,3,2,10,
random,heuristic_random_01,HeuristicAgent,heuristic,,,33,312378,3,J3,RandomAgent,RandomAgent,RandomAgent,1,10,1,J3,HeuristicAgent,24,turn_P3,4,2,4,10,
